

 ********* 2016-09-06 10:22:44 Duration: 00:00:37 *********
---------- SCRIPT CALLS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
  millisec    microsec    microsec    microsec
         0           5           5           5          1  . . . . . . . cwt_do.api.mapOrder2OrderInstanceDoc.ordVer--1304809197.cwOnItemConversion
         0           5           5           5          1  . . . . . . . cwt_do.api.mapOrder2OrderInstanceDoc.attrs--1024322927.cwOnItemConversion
         0           4           4           4          1  . . . . . . . cwt_do.api.mapOrder2OrderInstanceDoc.notes--157140706.cwOnItemConversion
        20       6,714      12,251         367          3  . . . . . . cwt_do.api.orderClassUI.addRelatedObject
        12      12,044      12,044      12,044          1  . . . . . . . cwt_do.ClsDataOrderHelperUI.addAccount
        11      11,792      11,792      11,792          1  . . . . . . . . cwt_do.ClsDataOrderHelperUI.save
         1       1,123       1,123       1,123          1  . . . . . . . . . cwt_do.orderInstance.cwOnDocStore
         0          37          40          35          2  . . . . . . . . . cwt_do.relatedObject.cwOnDocStore
         7       7,172       7,172       7,172          1  . . . . . . . cwt_do.ClsDataOrderHelperUI.addSite
         7       7,051       7,051       7,051          1  . . . . . . . . cwt_do.ClsDataOrderHelperUI.save
         0         946         946         946          1  . . . . . . . . . cwt_do.orderInstance.cwOnDocStore
         0         494         494         494          1  . . . . . . . . . cwt_do.siteDoc.cwOnDocVisualKey
         0         482         482         482          1  . . . . . . . . . . cwt_on_ovr.getSiteVisualKeyById
         0         468         468         468          1  . . . . . . . . . . . cwt_on_cim_ext.loadSiteUIDoc
         0          26          26          26          1  . . . . . . . . . cwt_do.relatedObject.cwOnDocStore
         0          17          25           9          3  . . . . . . . cwt_do.relatedObject.cwOnDocInit
         0          15          25           6          3  . . . . . . . cwt_do.api.orderClassUI.findRelatedObjectInstance
         0           7          10           4          3  . . . . . . . eoc_commons.isFault
         5       5,858       5,858       5,858          1  . . . . . . cwt_do.api.orderClassUI.init
         5       5,069       5,069       5,069          1  . . . . . . . cwt_do.new_cwt_do.dataOrder.getHelper
         5       5,046       5,046       5,046          1  . . . . . . . . cwt_do.getDOHelper
         4       4,677       4,677       4,677          1  . . . . . . . . . cwt_do.ClsDataOrderHelperUI.initGlobalVariables
         4       4,480       4,480       4,480          1  . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.initial
         4       4,367       4,367       4,367          1  . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.loadItems
         3       3,933       3,933       3,933          1  . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.save
         1       1,556       1,556       1,556          1  . . . . . . . . . . . . . cwt_do.orderInstance.cwOnDocStore
         0          42          42          42          1  . . . . . . . . . . . . . cwt_do.new_cwt_do.dataOrder.cwOnOrdVisualKey
         0          20          20          20          1  . . . . . . . . . . . . . . cwt_do._getVisualKey
         0          35          45          25          2  . . . . . . . . . . . . cwt_do.new_cwt_do.dataOrder.cwOnOrdVisualKey
         0          18          22          14          2  . . . . . . . . . . . . . cwt_do._getVisualKey
         0          57          57          57          1  . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.remapGUIDs
         0          13          13          13          1  . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.getAllItemsInBasket
         0          11          11          11          1  . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.updateSites
         0           6           6           6          1  . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.updateAccounts
         0          76          76          76          1  . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.bindCatalog
         0          74          74          74          1  . . . . . . . . . . cwt_do.getCatalogHelper
         0          55          55          55          1  . . . . . . . . . . . cwt_do.getClsInterface
         0          59          59          59          1  . . . . . . . . . . cwt_do.getClsInterface
         0         342         342         342          1  . . . . . . . . . cwt_do.ClsDataOrderHelperUI.onInit
         0         326         326         326          1  . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.initGlobalVariables
         0         157         157         157          1  . . . . . . . . . . . cwt_do.getCatalogHelper
         0         120         120         120          1  . . . . . . . . . . . . cwt_do.getClsInterface
         0          58          58          58          1  . . . . . . . . . . . cwt_do.getClsInterface
         0          19          19          19          1  . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.initial
         0           2           2           2          1  . . . . . . . . . . com.conceptwave.system.UserInterface.onInit
         0         124         124         124          1  . . . . . . . cwt_do.api.orderClassUI.updateItemsAndOrderState
         0           6           6           6          1  . . . . . . . . cwt_do.new_cwt_do.dataOrder.getHelper
         0           4           4           4          1  . . . . . . . . cwt_do.ClsDataOrderHelperUI.getObjectsByType
         0          55          55          55          1  . . . . . . . cwt_do.new_cwt_do.dataOrder.cwOnOrdVisualKey
         0          38          38          38          1  . . . . . . . . cwt_do._getVisualKey
         0          18          18          18          1  . . . . . . . cwt_do.orderInstance.cwOnDocInit
         0          75         497           6          8  . . . . . . cwt_do.api.orderClassUI.setField
         0         230         230         230          1  . . . . . . cwt_do.api.orderClassUI.onInit
         0         208         208         208          1  . . . . . . . cwt_do.api.orderClassUI.initGlobalVariables
         0          36          36          36          1  . . . . . . . . cwt_do.Constants
         0           3           3           3          1  . . . . . . . . com.conceptwave.system.DataStructure.onInit
         0           3           3           3          1  . . . . . . . com.conceptwave.system.UserInterface.onInit
         0          25          25          25          1  . . . . . . cwt_do.api.validateOrderHandler
         0           7          10           5          3  . . . . . . cwt_do.api.orderClassUI.setArrayField
         0          12          12          12          1  . . . . . . cwt_do.api.orderClassFactory
         0           2           2           2          1  . . . . . . eoc_commons.isFault
